"arg_gene_id","contig_name","orf_num_in_contig_A","actual_start_A","actual_end_A","orf_direction_A","ARG_group","ARG_subtype","ARG_mechanism","mge_gene_id","orf_num_in_contig_B","actual_start_B","actual_end_B","orf_direction_B","MGE_major_category","MGE_minor_category","loc_diff","orf_diff"
"k141_6310_length_214286_cov_380.4996_70","k141_6310_length_214286_cov_380.4996",70,85693,86278,1,"aminoglycoside","aminoglycoside__AAC(6')-Ic","Enzymatic inactivation","k141_6310_length_214286_cov_380.4996_62",62,75965,77621,1,"phage","regulation,infection",8072,8
"k141_6310_length_214286_cov_380.4996_70","k141_6310_length_214286_cov_380.4996",70,85693,86278,1,"aminoglycoside","aminoglycoside__AAC(6')-Ic","Enzymatic inactivation","k141_6310_length_214286_cov_380.4996_67",67,81038,83367,1,"replication/recombination/repair",NA,2326,3
"k141_6310_length_214286_cov_380.4996_70","k141_6310_length_214286_cov_380.4996",70,85693,86278,1,"aminoglycoside","aminoglycoside__AAC(6')-Ic","Enzymatic inactivation","k141_6310_length_214286_cov_380.4996_69",69,84860,85509,-1,"replication/recombination/repair",NA,184,1
"k141_63115_length_31656_cov_610.2126_29","k141_63115_length_31656_cov_610.2126",29,27742,28835,-1,"beta_lactam","beta_lactam__OXA-417","Enzymatic inactivation","k141_63115_length_31656_cov_610.2126_26",26,25783,26508,-1,"replication/recombination/repair",NA,1234,3
"k141_63311_length_4557_cov_7.0000_5","k141_63311_length_4557_cov_7.0000",5,2610,4219,-1,"multidrug","multidrug__mdtH","Efflux pump","k141_63311_length_4557_cov_7.0000_2",2,434,759,-1,"replication/recombination/repair",NA,1851,3
"k141_63799_length_662755_cov_768.5848_286","k141_63799_length_662755_cov_768.5848",286,339171,343389,1,"multidrug","multidrug__oqxB","Efflux pump","k141_63799_length_662755_cov_768.5848_279",279,330862,332767,1,"replication/recombination/repair",NA,6404,7
"k141_63938_length_4035_cov_22.8757_5","k141_63938_length_4035_cov_22.8757",5,2791,4400,-1,"multidrug","multidrug__mdtH","Efflux pump","k141_63938_length_4035_cov_22.8757_2",2,614,939,-1,"replication/recombination/repair",NA,1852,3
"k141_63970_length_296649_cov_1335.3209_239","k141_63970_length_296649_cov_1335.3209",239,258587,260556,1,"multidrug","multidrug__tolC","Efflux pump","k141_63970_length_296649_cov_1335.3209_234",234,253975,256495,-1,"replication/recombination/repair","partitioning",2092,5
"k141_63970_length_296649_cov_1335.3209_255","k141_63970_length_296649_cov_1335.3209",255,278296,279389,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_63970_length_296649_cov_1335.3209_254",254,277041,278692,1,"phage","regulation,infection",396,1
"k141_63970_length_296649_cov_1335.3209_255","k141_63970_length_296649_cov_1335.3209",255,278296,279389,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_63970_length_296649_cov_1335.3209_269",269,289183,291508,1,"replication/recombination/repair",NA,9794,14
"k141_64489_length_7015_cov_9.0000_3","k141_64489_length_7015_cov_9.0000",3,2307,4496,-1,"other_peptide_antibiotics","other_peptide_antibiotics__microcin efflux pumu gene yojI","Efflux pump","k141_64489_length_7015_cov_9.0000_4",4,4027,4892,-1,"replication/recombination/repair",NA,469,1
"k141_6464_length_6982_cov_19.3535_7","k141_6464_length_6982_cov_19.3535",7,5099,6168,1,"aminoglycoside","aminoglycoside__APH(3'')-Ib","Enzymatic inactivation","k141_6464_length_6982_cov_19.3535_3",3,880,1425,1,"stability/transfer/defense",NA,3674,4
"k141_6464_length_6982_cov_19.3535_7","k141_6464_length_6982_cov_19.3535",7,5099,6168,1,"aminoglycoside","aminoglycoside__APH(3'')-Ib","Enzymatic inactivation","k141_6464_length_6982_cov_19.3535_5",5,1408,5253,-1,"integration/excision",NA,154,2
"k141_6464_length_6982_cov_19.3535_7","k141_6464_length_6982_cov_19.3535",7,5099,6168,1,"aminoglycoside","aminoglycoside__APH(3'')-Ib","Enzymatic inactivation","k141_6464_length_6982_cov_19.3535_6",6,4419,5236,1,"integration/excision",NA,137,1
"k141_6464_length_6982_cov_19.3535_8","k141_6464_length_6982_cov_19.3535",8,5902,7015,1,"aminoglycoside","aminoglycoside__APH(6)-Id","Enzymatic inactivation","k141_6464_length_6982_cov_19.3535_3",3,880,1425,1,"stability/transfer/defense",NA,4477,5
"k141_6464_length_6982_cov_19.3535_8","k141_6464_length_6982_cov_19.3535",8,5902,7015,1,"aminoglycoside","aminoglycoside__APH(6)-Id","Enzymatic inactivation","k141_6464_length_6982_cov_19.3535_5",5,1408,5253,-1,"integration/excision",NA,649,3
"k141_6464_length_6982_cov_19.3535_8","k141_6464_length_6982_cov_19.3535",8,5902,7015,1,"aminoglycoside","aminoglycoside__APH(6)-Id","Enzymatic inactivation","k141_6464_length_6982_cov_19.3535_6",6,4419,5236,1,"integration/excision",NA,666,2
"k141_6487_length_13209_cov_38.1411_8","k141_6487_length_13209_cov_38.1411",8,4954,6067,-1,"aminoglycoside","aminoglycoside__APH(6)-Id","Enzymatic inactivation","k141_6487_length_13209_cov_38.1411_2",2,1683,2884,1,"stability/transfer/defense",NA,2070,6
"k141_6487_length_13209_cov_38.1411_8","k141_6487_length_13209_cov_38.1411",8,4954,6067,-1,"aminoglycoside","aminoglycoside__APH(6)-Id","Enzymatic inactivation","k141_6487_length_13209_cov_38.1411_4",4,2786,3059,1,"stability/transfer/defense",NA,1895,4
"k141_6487_length_13209_cov_38.1411_8","k141_6487_length_13209_cov_38.1411",8,4954,6067,-1,"aminoglycoside","aminoglycoside__APH(6)-Id","Enzymatic inactivation","k141_6487_length_13209_cov_38.1411_10",10,6659,7476,-1,"integration/excision",NA,592,2
"k141_6487_length_13209_cov_38.1411_8","k141_6487_length_13209_cov_38.1411",8,4954,6067,-1,"aminoglycoside","aminoglycoside__APH(6)-Id","Enzymatic inactivation","k141_6487_length_13209_cov_38.1411_11",11,7399,11244,1,"integration/excision",NA,1332,3
"k141_6487_length_13209_cov_38.1411_9","k141_6487_length_13209_cov_38.1411",9,5790,6347,-1,"aminoglycoside","aminoglycoside__APH(3'')-Ib","Enzymatic inactivation","k141_6487_length_13209_cov_38.1411_2",2,1683,2884,1,"stability/transfer/defense",NA,2906,7
"k141_6487_length_13209_cov_38.1411_9","k141_6487_length_13209_cov_38.1411",9,5790,6347,-1,"aminoglycoside","aminoglycoside__APH(3'')-Ib","Enzymatic inactivation","k141_6487_length_13209_cov_38.1411_4",4,2786,3059,1,"stability/transfer/defense",NA,2731,5
"k141_6487_length_13209_cov_38.1411_9","k141_6487_length_13209_cov_38.1411",9,5790,6347,-1,"aminoglycoside","aminoglycoside__APH(3'')-Ib","Enzymatic inactivation","k141_6487_length_13209_cov_38.1411_10",10,6659,7476,-1,"integration/excision",NA,312,1
"k141_6487_length_13209_cov_38.1411_9","k141_6487_length_13209_cov_38.1411",9,5790,6347,-1,"aminoglycoside","aminoglycoside__APH(3'')-Ib","Enzymatic inactivation","k141_6487_length_13209_cov_38.1411_11",11,7399,11244,1,"integration/excision",NA,1052,2
"k141_65803_length_390000_cov_335.1196_148","k141_65803_length_390000_cov_335.1196",148,158762,160387,1,"polymyxin","polymyxin__rosA","Efflux pump","k141_65803_length_390000_cov_335.1196_140",140,149067,150272,1,"phage","lysis/lysogeny,regulation",8490,8
"k141_65803_length_390000_cov_335.1196_148","k141_65803_length_390000_cov_335.1196",148,158762,160387,1,"polymyxin","polymyxin__rosA","Efflux pump","k141_65803_length_390000_cov_335.1196_144",144,153788,154861,1,"transfer",NA,3901,4
"k141_65803_length_390000_cov_335.1196_148","k141_65803_length_390000_cov_335.1196",148,158762,160387,1,"polymyxin","polymyxin__rosA","Efflux pump","k141_65803_length_390000_cov_335.1196_157",157,171170,171975,-1,"replication/recombination/repair",NA,10783,9
"k141_65803_length_390000_cov_335.1196_149","k141_65803_length_390000_cov_335.1196",149,160228,162481,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_65803_length_390000_cov_335.1196_140",140,149067,150272,1,"phage","lysis/lysogeny,regulation",9956,9
"k141_65803_length_390000_cov_335.1196_149","k141_65803_length_390000_cov_335.1196",149,160228,162481,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_65803_length_390000_cov_335.1196_144",144,153788,154861,1,"transfer",NA,5367,5
"k141_65803_length_390000_cov_335.1196_149","k141_65803_length_390000_cov_335.1196",149,160228,162481,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_65803_length_390000_cov_335.1196_157",157,171170,171975,-1,"replication/recombination/repair",NA,8689,8
"k141_65803_length_390000_cov_335.1196_149","k141_65803_length_390000_cov_335.1196",149,160228,162481,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_65803_length_390000_cov_335.1196_159",159,172146,174755,-1,"replication/recombination/repair",NA,9665,10
"k141_65803_length_390000_cov_335.1196_167","k141_65803_length_390000_cov_335.1196",167,181075,182641,1,"multidrug","multidrug__Escherichia coli acrA","Efflux pump","k141_65803_length_390000_cov_335.1196_157",157,171170,171975,-1,"replication/recombination/repair",NA,9100,10
"k141_65803_length_390000_cov_335.1196_167","k141_65803_length_390000_cov_335.1196",167,181075,182641,1,"multidrug","multidrug__Escherichia coli acrA","Efflux pump","k141_65803_length_390000_cov_335.1196_159",159,172146,174755,-1,"replication/recombination/repair",NA,6320,8
"k141_65803_length_390000_cov_335.1196_167","k141_65803_length_390000_cov_335.1196",167,181075,182641,1,"multidrug","multidrug__Escherichia coli acrA","Efflux pump","k141_65803_length_390000_cov_335.1196_162",162,175543,176255,1,"replication/recombination/repair",NA,4820,5
"k141_65803_length_390000_cov_335.1196_168","k141_65803_length_390000_cov_335.1196",168,182280,186471,1,"multidrug","multidrug__sdeY","Efflux pump","k141_65803_length_390000_cov_335.1196_159",159,172146,174755,-1,"replication/recombination/repair",NA,7525,9
"k141_65803_length_390000_cov_335.1196_168","k141_65803_length_390000_cov_335.1196",168,182280,186471,1,"multidrug","multidrug__sdeY","Efflux pump","k141_65803_length_390000_cov_335.1196_162",162,175543,176255,1,"replication/recombination/repair",NA,6025,6
"k141_66709_length_43283_cov_71.2183_41","k141_66709_length_43283_cov_71.2183",41,39369,40462,-1,"beta_lactam","beta_lactam__OXA-417","Enzymatic inactivation","k141_66709_length_43283_cov_71.2183_38",38,37410,38135,-1,"replication/recombination/repair",NA,1234,3
"k141_6711_length_83177_cov_185.2772_30","k141_6711_length_83177_cov_185.2772",30,32058,36129,1,"multidrug","multidrug__mexW","Efflux pump","k141_6711_length_83177_cov_185.2772_38",38,40982,43164,-1,"phage","replication,chaperone",4853,8
"k141_6711_length_83177_cov_185.2772_30","k141_6711_length_83177_cov_185.2772",30,32058,36129,1,"multidrug","multidrug__mexW","Efflux pump","k141_6711_length_83177_cov_185.2772_39",39,42677,43065,-1,"phage","structural",6548,9
"k141_6761_length_18350_cov_7.0000_13","k141_6761_length_18350_cov_7.0000",13,10559,11647,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_6761_length_18350_cov_7.0000_5",5,1736,2809,1,"integration/excision",NA,7750,8
"k141_6761_length_18350_cov_7.0000_13","k141_6761_length_18350_cov_7.0000",13,10559,11647,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_6761_length_18350_cov_7.0000_6",6,3150,3833,1,"replication/recombination/repair",NA,6726,7
"k141_6761_length_18350_cov_7.0000_13","k141_6761_length_18350_cov_7.0000",13,10559,11647,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_6761_length_18350_cov_7.0000_8",8,5892,8217,-1,"replication/recombination/repair",NA,2342,5
"k141_68179_length_262268_cov_1011.4428_140","k141_68179_length_262268_cov_1011.4428",140,125213,125866,1,"multidrug","multidrug__mdtH","Efflux pump","k141_68179_length_262268_cov_1011.4428_144",144,128319,128644,1,"replication/recombination/repair",NA,2453,4
"k141_68179_length_262268_cov_1011.4428_141","k141_68179_length_262268_cov_1011.4428",141,125715,126640,1,"multidrug","multidrug__mdtH","Efflux pump","k141_68179_length_262268_cov_1011.4428_144",144,128319,128644,1,"replication/recombination/repair",NA,1679,3
"k141_68179_length_262268_cov_1011.4428_254","k141_68179_length_262268_cov_1011.4428",254,242021,244350,-1,"multidrug","multidrug__msbA","Efflux pump","k141_68179_length_262268_cov_1011.4428_244",244,229652,235581,-1,"replication/recombination/repair","transfer,partitioning",6440,10
"k141_68179_length_262268_cov_1011.4428_254","k141_68179_length_262268_cov_1011.4428",254,242021,244350,-1,"multidrug","multidrug__msbA","Efflux pump","k141_68179_length_262268_cov_1011.4428_246",246,234785,236546,-1,"replication/recombination/repair","partitioning",5475,8
"k141_68179_length_262268_cov_1011.4428_254","k141_68179_length_262268_cov_1011.4428",254,242021,244350,-1,"multidrug","multidrug__msbA","Efflux pump","k141_68179_length_262268_cov_1011.4428_256",256,246283,246664,-1,"integration/excision",NA,1933,2
"k141_6918_length_33163_cov_61.6860_20","k141_6918_length_33163_cov_61.6860",20,18902,23128,1,"multidrug","multidrug__MexF","Efflux pump","k141_6918_length_33163_cov_61.6860_18",18,16755,17367,1,"stability/transfer/defense",NA,1535,2
"k141_69308_length_240332_cov_58.0031_49","k141_69308_length_240332_cov_58.0031",49,48800,51041,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_69308_length_240332_cov_58.0031_39",39,38533,39338,1,"replication/recombination/repair",NA,9462,10
"k141_69308_length_240332_cov_58.0031_49","k141_69308_length_240332_cov_58.0031",49,48800,51041,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_69308_length_240332_cov_58.0031_59",59,60339,61553,-1,"phage","lysis/lysogeny,regulation",9298,10
"k141_69308_length_240332_cov_58.0031_50","k141_69308_length_240332_cov_58.0031",50,50712,52292,-1,"polymyxin","polymyxin__rosA","Efflux pump","k141_69308_length_240332_cov_58.0031_59",59,60339,61553,-1,"phage","lysis/lysogeny,regulation",8047,9
"k141_69337_length_21488_cov_18.3367_15","k141_69337_length_21488_cov_18.3367",15,16633,18962,-1,"multidrug","multidrug__msbA","Efflux pump","k141_69337_length_21488_cov_18.3367_6",6,5106,11042,-1,"replication/recombination/repair","transfer,partitioning",5591,9
"k141_69337_length_21488_cov_18.3367_15","k141_69337_length_21488_cov_18.3367",15,16633,18962,-1,"multidrug","multidrug__msbA","Efflux pump","k141_69337_length_21488_cov_18.3367_8",8,10275,12036,-1,"replication/recombination/repair","partitioning",4597,7
"k141_69337_length_21488_cov_18.3367_15","k141_69337_length_21488_cov_18.3367",15,16633,18962,-1,"multidrug","multidrug__msbA","Efflux pump","k141_69337_length_21488_cov_18.3367_17",17,20874,21251,-1,"integration/excision",NA,1912,2
"k141_7030_length_4709_cov_6.0000_4","k141_7030_length_4709_cov_6.0000",4,2932,5261,1,"multidrug","multidrug__msbA","Efflux pump","k141_7030_length_4709_cov_6.0000_2",2,154,531,1,"integration/excision",NA,2401,2
"k141_70436_length_13874_cov_47.5034_8","k141_70436_length_13874_cov_47.5034",8,4954,6067,-1,"aminoglycoside","aminoglycoside__APH(6)-Id","Enzymatic inactivation","k141_70436_length_13874_cov_47.5034_2",2,1683,2884,1,"stability/transfer/defense",NA,2070,6
"k141_70436_length_13874_cov_47.5034_8","k141_70436_length_13874_cov_47.5034",8,4954,6067,-1,"aminoglycoside","aminoglycoside__APH(6)-Id","Enzymatic inactivation","k141_70436_length_13874_cov_47.5034_4",4,2786,3059,1,"stability/transfer/defense",NA,1895,4
"k141_70436_length_13874_cov_47.5034_8","k141_70436_length_13874_cov_47.5034",8,4954,6067,-1,"aminoglycoside","aminoglycoside__APH(6)-Id","Enzymatic inactivation","k141_70436_length_13874_cov_47.5034_10",10,6659,7476,-1,"integration/excision",NA,592,2
"k141_70436_length_13874_cov_47.5034_8","k141_70436_length_13874_cov_47.5034",8,4954,6067,-1,"aminoglycoside","aminoglycoside__APH(6)-Id","Enzymatic inactivation","k141_70436_length_13874_cov_47.5034_11",11,7399,11244,1,"integration/excision",NA,1332,3
"k141_70436_length_13874_cov_47.5034_9","k141_70436_length_13874_cov_47.5034",9,5790,6347,-1,"aminoglycoside","aminoglycoside__APH(3'')-Ib","Enzymatic inactivation","k141_70436_length_13874_cov_47.5034_2",2,1683,2884,1,"stability/transfer/defense",NA,2906,7
"k141_70436_length_13874_cov_47.5034_9","k141_70436_length_13874_cov_47.5034",9,5790,6347,-1,"aminoglycoside","aminoglycoside__APH(3'')-Ib","Enzymatic inactivation","k141_70436_length_13874_cov_47.5034_4",4,2786,3059,1,"stability/transfer/defense",NA,2731,5
"k141_70436_length_13874_cov_47.5034_9","k141_70436_length_13874_cov_47.5034",9,5790,6347,-1,"aminoglycoside","aminoglycoside__APH(3'')-Ib","Enzymatic inactivation","k141_70436_length_13874_cov_47.5034_10",10,6659,7476,-1,"integration/excision",NA,312,1
"k141_70436_length_13874_cov_47.5034_9","k141_70436_length_13874_cov_47.5034",9,5790,6347,-1,"aminoglycoside","aminoglycoside__APH(3'')-Ib","Enzymatic inactivation","k141_70436_length_13874_cov_47.5034_11",11,7399,11244,1,"integration/excision",NA,1052,2
"k141_708156_length_2360_cov_20.8256_3","k141_708156_length_2360_cov_20.8256",3,1488,2341,1,"chloramphenicol","chloramphenicol__catII from Escherichia coli K-12","Enzymatic inactivation","k141_708156_length_2360_cov_20.8256_1",1,54,991,-1,"integration/excision",NA,497,2
"k141_7128_length_18815_cov_41.8996_3","k141_7128_length_18815_cov_41.8996",3,2063,4392,-1,"multidrug","multidrug__msbA","Efflux pump","k141_7128_length_18815_cov_41.8996_5",5,6304,6681,-1,"integration/excision",NA,1912,2
"k141_71410_length_11917_cov_14.0000_8","k141_71410_length_11917_cov_14.0000",8,5689,7619,-1,"multidrug","multidrug__tolC","Efflux pump","k141_71410_length_11917_cov_14.0000_13",13,9930,12455,1,"replication/recombination/repair","partitioning",2311,5
"k141_71850_length_3268_cov_7.0000_4","k141_71850_length_3268_cov_7.0000",4,2101,3244,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_71850_length_3268_cov_7.0000_2",2,809,1338,1,"integration/excision",NA,763,2
"k141_71850_length_3268_cov_7.0000_4","k141_71850_length_3268_cov_7.0000",4,2101,3244,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_71850_length_3268_cov_7.0000_3",3,1303,2286,1,"integration/excision",NA,185,1
"k141_71906_length_288672_cov_71.4677_276","k141_71906_length_288672_cov_71.4677",276,283292,285621,-1,"multidrug","multidrug__msbA","Efflux pump","k141_71906_length_288672_cov_71.4677_270",270,278242,280003,-1,"replication/recombination/repair","partitioning",3289,6
"k141_71906_length_288672_cov_71.4677_276","k141_71906_length_288672_cov_71.4677",276,283292,285621,-1,"multidrug","multidrug__msbA","Efflux pump","k141_71906_length_288672_cov_71.4677_278",278,287536,287913,-1,"integration/excision",NA,1915,2
"k141_72432_length_475726_cov_200.5759_395","k141_72432_length_475726_cov_200.5759",395,405706,407611,-1,"multidrug","multidrug__mdtK","Efflux pump","k141_72432_length_475726_cov_200.5759_390",390,400078,401071,-1,"transfer",NA,4635,5
"k141_73131_length_50783_cov_186.7516_17","k141_73131_length_50783_cov_186.7516",17,18898,21227,-1,"multidrug","multidrug__msbA","Efflux pump","k141_73131_length_50783_cov_186.7516_7",7,6443,12400,-1,"replication/recombination/repair","transfer,partitioning",6498,10
"k141_73131_length_50783_cov_186.7516_17","k141_73131_length_50783_cov_186.7516",17,18898,21227,-1,"multidrug","multidrug__msbA","Efflux pump","k141_73131_length_50783_cov_186.7516_9",9,11633,13394,-1,"replication/recombination/repair","partitioning",5504,8
"k141_73131_length_50783_cov_186.7516_17","k141_73131_length_50783_cov_186.7516",17,18898,21227,-1,"multidrug","multidrug__msbA","Efflux pump","k141_73131_length_50783_cov_186.7516_19",19,23134,23511,-1,"integration/excision",NA,1907,2
"k141_74025_length_23961_cov_70.7753_17","k141_74025_length_23961_cov_70.7753",17,19824,21349,1,"beta_lactam","beta_lactam__ACT-29","Enzymatic inactivation","k141_74025_length_23961_cov_70.7753_21",21,22875,23067,-1,"stability/transfer/defense",NA,1526,4
"k141_74784_length_169291_cov_49.8195_60","k141_74784_length_169291_cov_49.8195",60,63898,66127,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_74784_length_169291_cov_49.8195_52",52,54607,55824,1,"phage","lysis/lysogeny,regulation",8074,8
"k141_74784_length_169291_cov_49.8195_60","k141_74784_length_169291_cov_49.8195",60,63898,66127,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_74784_length_169291_cov_49.8195_56",56,59035,60092,1,"transfer",NA,3806,4
"k141_74784_length_169291_cov_49.8195_60","k141_74784_length_169291_cov_49.8195",60,63898,66127,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_74784_length_169291_cov_49.8195_65",65,70959,71764,-1,"replication/recombination/repair",NA,4832,5
"k141_74784_length_169291_cov_49.8195_60","k141_74784_length_169291_cov_49.8195",60,63898,66127,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_74784_length_169291_cov_49.8195_67",67,71950,74519,-1,"replication/recombination/repair",NA,5823,7
"k141_74784_length_169291_cov_49.8195_60","k141_74784_length_169291_cov_49.8195",60,63898,66127,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_74784_length_169291_cov_49.8195_70",70,75098,75799,1,"replication/recombination/repair",NA,8971,10
"k141_74784_length_169291_cov_49.8195_74","k141_74784_length_169291_cov_49.8195",74,80072,81661,1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_74784_length_169291_cov_49.8195_65",65,70959,71764,-1,"replication/recombination/repair",NA,8308,9
"k141_74784_length_169291_cov_49.8195_74","k141_74784_length_169291_cov_49.8195",74,80072,81661,1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_74784_length_169291_cov_49.8195_67",67,71950,74519,-1,"replication/recombination/repair",NA,5553,7
"k141_74784_length_169291_cov_49.8195_74","k141_74784_length_169291_cov_49.8195",74,80072,81661,1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_74784_length_169291_cov_49.8195_70",70,75098,75799,1,"replication/recombination/repair",NA,4273,4
"k141_74784_length_169291_cov_49.8195_75","k141_74784_length_169291_cov_49.8195",75,81288,85479,1,"multidrug","multidrug__sdeY","Efflux pump","k141_74784_length_169291_cov_49.8195_65",65,70959,71764,-1,"replication/recombination/repair",NA,9524,10
"k141_74784_length_169291_cov_49.8195_75","k141_74784_length_169291_cov_49.8195",75,81288,85479,1,"multidrug","multidrug__sdeY","Efflux pump","k141_74784_length_169291_cov_49.8195_67",67,71950,74519,-1,"replication/recombination/repair",NA,6769,8
"k141_74784_length_169291_cov_49.8195_75","k141_74784_length_169291_cov_49.8195",75,81288,85479,1,"multidrug","multidrug__sdeY","Efflux pump","k141_74784_length_169291_cov_49.8195_70",70,75098,75799,1,"replication/recombination/repair",NA,5489,5
"k141_75787_length_12445_cov_10.0000_7","k141_75787_length_12445_cov_10.0000",7,5954,7543,1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_75787_length_12445_cov_10.0000_3",3,967,1668,1,"replication/recombination/repair",NA,4286,4
"k141_75787_length_12445_cov_10.0000_8","k141_75787_length_12445_cov_10.0000",8,7170,11361,1,"multidrug","multidrug__sdeY","Efflux pump","k141_75787_length_12445_cov_10.0000_3",3,967,1668,1,"replication/recombination/repair",NA,5502,5
"k141_75862_length_771487_cov_23.2557_216","k141_75862_length_771487_cov_23.2557",216,225615,227864,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_75862_length_771487_cov_23.2557_209",209,217598,218403,1,"replication/recombination/repair",NA,7212,7
"k141_75862_length_771487_cov_23.2557_216","k141_75862_length_771487_cov_23.2557",216,225615,227864,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_75862_length_771487_cov_23.2557_226",226,237028,238240,-1,"phage","lysis/lysogeny,regulation",9164,10
"k141_75862_length_771487_cov_23.2557_534","k141_75862_length_771487_cov_23.2557",534,565029,567358,1,"multidrug","multidrug__msbA","Efflux pump","k141_75862_length_771487_cov_23.2557_532",532,562249,562626,1,"integration/excision",NA,2403,2
"k141_75862_length_771487_cov_23.2557_534","k141_75862_length_771487_cov_23.2557",534,565029,567358,1,"multidrug","multidrug__msbA","Efflux pump","k141_75862_length_771487_cov_23.2557_542",542,572695,574456,1,"replication/recombination/repair","partitioning",5337,8
"k141_75862_length_771487_cov_23.2557_534","k141_75862_length_771487_cov_23.2557",534,565029,567358,1,"multidrug","multidrug__msbA","Efflux pump","k141_75862_length_771487_cov_23.2557_544",544,574723,580659,1,"replication/recombination/repair","transfer,partitioning",7365,10
"k141_76177_length_21769_cov_45.4706_15","k141_76177_length_21769_cov_45.4706",15,17125,19457,-1,"multidrug","multidrug__msbA","Efflux pump","k141_76177_length_21769_cov_45.4706_5",5,4750,10679,-1,"replication/recombination/repair","transfer,partitioning",6446,10
"k141_76177_length_21769_cov_45.4706_15","k141_76177_length_21769_cov_45.4706",15,17125,19457,-1,"multidrug","multidrug__msbA","Efflux pump","k141_76177_length_21769_cov_45.4706_7",7,9883,11644,-1,"replication/recombination/repair","partitioning",5481,8
"k141_76177_length_21769_cov_45.4706_15","k141_76177_length_21769_cov_45.4706",15,17125,19457,-1,"multidrug","multidrug__msbA","Efflux pump","k141_76177_length_21769_cov_45.4706_17",17,21390,21771,-1,"integration/excision",NA,1933,2
"k141_766487_length_58222_cov_24.6495_23","k141_766487_length_58222_cov_24.6495",23,30115,32444,1,"multidrug","multidrug__msbA","Efflux pump","k141_766487_length_58222_cov_24.6495_21",21,27343,27720,1,"integration/excision",NA,2395,2
"k141_766487_length_58222_cov_24.6495_23","k141_766487_length_58222_cov_24.6495",23,30115,32444,1,"multidrug","multidrug__msbA","Efflux pump","k141_766487_length_58222_cov_24.6495_31",31,37806,39567,1,"replication/recombination/repair","partitioning",5362,8
"k141_766487_length_58222_cov_24.6495_23","k141_766487_length_58222_cov_24.6495",23,30115,32444,1,"multidrug","multidrug__msbA","Efflux pump","k141_766487_length_58222_cov_24.6495_33",33,39831,45788,1,"replication/recombination/repair","transfer,partitioning",7387,10
"k141_77196_length_252953_cov_25.1393_163","k141_77196_length_252953_cov_25.1393",163,161238,165429,-1,"multidrug","multidrug__sdeY","Efflux pump","k141_77196_length_252953_cov_25.1393_153",153,153452,155145,-1,"transfer","phage receptor",6093,10
"k141_77196_length_252953_cov_25.1393_163","k141_77196_length_252953_cov_25.1393",163,161238,165429,-1,"multidrug","multidrug__sdeY","Efflux pump","k141_77196_length_252953_cov_25.1393_167",167,169906,171103,-1,"replication/recombination/repair",NA,4477,4
"k141_77196_length_252953_cov_25.1393_163","k141_77196_length_252953_cov_25.1393",163,161238,165429,-1,"multidrug","multidrug__sdeY","Efflux pump","k141_77196_length_252953_cov_25.1393_169",169,171059,171760,-1,"replication/recombination/repair",NA,5630,6
"k141_77196_length_252953_cov_25.1393_163","k141_77196_length_252953_cov_25.1393",163,161238,165429,-1,"multidrug","multidrug__sdeY","Efflux pump","k141_77196_length_252953_cov_25.1393_172",172,172828,175369,1,"replication/recombination/repair",NA,7399,9
"k141_77196_length_252953_cov_25.1393_163","k141_77196_length_252953_cov_25.1393",163,161238,165429,-1,"multidrug","multidrug__sdeY","Efflux pump","k141_77196_length_252953_cov_25.1393_174",174,175125,175930,1,"replication/recombination/repair",NA,9696,11
"k141_77196_length_252953_cov_25.1393_164","k141_77196_length_252953_cov_25.1393",164,164407,165996,-1,"multidrug","multidrug__Klebsiella pneumoniae acrA","Efflux pump","k141_77196_length_252953_cov_25.1393_153",153,153452,155145,-1,"transfer","phage receptor",9262,11
"k141_77196_length_252953_cov_25.1393_164","k141_77196_length_252953_cov_25.1393",164,164407,165996,-1,"multidrug","multidrug__Klebsiella pneumoniae acrA","Efflux pump","k141_77196_length_252953_cov_25.1393_167",167,169906,171103,-1,"replication/recombination/repair",NA,3910,3
