"qseqid","sseqid","identity","coverage","evalue","length","mismatch","gapopen","gaps","qlen","qstart","qend","slen","sstart","send","contig_name","orf_num_in_contig","orf_start_pos","orf_end_pos","orf_direction","actual_start","actual_end","Tag","Type","Subtype","HMM.category","Mechanism.group","Mechanism.subgroup","Mechanism.subgroup2","SARG3.0_F","SARG3.0_L","SARG3.0_S"
"k141_10943_length_27414_cov_142.6582_13","BAC77251",82,99.8,0,1046,187,1,1,1048,1,1046,1051,1,1045,"k141_10943_length_27414_cov_142.6582",13,11690,14836,1,11691,15882,"multicomponent system","multidrug","multidrug__sdeY","sdeY","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_1000_length_20062_cov_140.1557_7","gb|AAC74000.1|ARO:3003950|msbA",91.8,100,0,582,48,0,0,582,1,582,582,1,582,"k141_1000_length_20062_cov_140.1557",7,4432,6180,-1,4433,6762,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_32419_length_14939_cov_144.5461_2","gb|AMQ12811.1|ARO:3004111|FosA6",97.8,100,1.33e-100,139,3,0,0,139,1,139,139,1,139,"k141_32419_length_14939_cov_144.5461",2,293,712,-1,294,851,"","fosfomycin","fosfomycin__FosA6","FosA family","Enzymatic inactivation","thiol transferase","","Yes","Yes","Yes"
"k141_4676_length_12478_cov_176.6481_4","YP_002236533",99.6,100,6.28e-190,273,1,0,0,273,1,273,273,1,273,"k141_4676_length_12478_cov_176.6481",4,1728,2549,1,1729,2822,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_8387_length_11272_cov_83.1279_4","AM051157.1.gene1.p01",100,100,6.61e-203,286,0,0,0,286,1,286,286,1,286,"k141_8387_length_11272_cov_83.1279",4,1225,2085,1,1226,2371,"","beta_lactam","beta_lactam__OKP-B-8","OKP-B","Enzymatic inactivation","Class A beta-lactamase","","Yes","Yes","Yes"
"k141_24307_length_10335_cov_180.0290_3","gb|CCI79240.1|ARO:3005047|eptB",98.6,100,0,557,8,0,0,557,1,557,574,18,574,"k141_24307_length_10335_cov_180.0290",3,3449,5122,-1,3450,5679,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","","",""
"k141_21943_length_10221_cov_147.8929_5","gi|896057666|ref|WP_049106280.1|",99.4,100,0,512,3,0,0,512,1,512,512,1,512,"k141_21943_length_10221_cov_147.8929",5,4301,5839,-1,4302,6351,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_21943_length_10221_cov_147.8929_6","gi|514082323|ref|WP_016531940.1|",99.2,100,8.13e-270,390,3,0,0,390,1,390,390,1,390,"k141_21943_length_10221_cov_147.8929",6,5855,7027,-1,5856,7417,"multicomponent system","multidrug","multidrug__emrA","emrA","Efflux pump","","","Yes","Yes","Yes"
"k141_25095_length_9892_cov_123.4393_4","gb|AAC75271.1|ARO:3003952|yojI",83.4,100,0,547,91,0,0,547,1,547,547,1,547,"k141_25095_length_9892_cov_123.4393",4,4453,6096,-1,4454,6643,"","other_peptide_antibiotics","other_peptide_antibiotics__microcin efflux pumu gene yojI","microcin efflux pumu gene yojI","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_7024_length_8834_cov_168.0803_6","gi|490310534|ref|WP_004205242.1|",100,100,0,486,0,0,0,486,1,486,486,1,486,"k141_7024_length_8834_cov_168.0803",6,3749,5209,1,3750,5695,"multicomponent system","multidrug","multidrug__tolC","tolC","Efflux pump","","","Yes","Yes","Yes"
"k141_19278_length_8201_cov_161.6068_4","gb|AAC75314.1|ARO:3003578|pmrF",86.5,94.8,1.6e-195,310,42,0,0,327,6,315,322,6,315,"k141_19278_length_8201_cov_161.6068",4,2498,3481,1,2504,3796,"","polymyxin","polymyxin__pmrF","pmrF","Antibiotic target alteration","","","Yes","Yes","Yes"
"k141_19278_length_8201_cov_161.6068_5","gi|851899656|ref|WP_048211088.1|",80.8,99.4,0,657,126,0,0,661,1,657,660,1,657,"k141_19278_length_8201_cov_161.6068",5,3478,5463,1,3479,6120,"","polymyxin","polymyxin__arnA","arnA","Antibiotic target alteration","","","Yes","Yes","Yes"
"k141_19278_length_8201_cov_161.6068_7","gb|CDO12042.1|ARO:3005053|ArnT",97.3,100,0,551,15,0,0,551,1,551,551,1,551,"k141_19278_length_8201_cov_161.6068",7,6362,8017,1,6363,8568,"","other_peptide_antibiotics","other_peptide_antibiotics__ArnT","","","","","","",""
"k141_34486_length_7254_cov_155.7468_5","gi|896190680|ref|WP_049199932.1|",80.3,99.3,7.54e-306,554,109,0,0,558,1,554,563,1,554,"k141_34486_length_7254_cov_155.7468",5,5014,6690,-1,5015,7244,"two-component system","polymyxin","polymyxin__rosB","rosB","Efflux pump","","","Yes","Yes","Yes"
"k141_24631_length_6599_cov_5.8986_4","gi|694076105|ref|WP_032421853.1|",99.8,100,0,1036,2,0,0,1036,1,1036,1036,1,1036,"k141_24631_length_6599_cov_5.8986",4,2440,5550,1,2441,6586,"multicomponent system","multidrug","multidrug__acrF","acrF","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_4711_length_5581_cov_116.1958_3","CP001918.1.gene3442.p01",84.7,97,2.86e-273,457,70,0,0,471,15,471,457,1,457,"k141_4711_length_5581_cov_116.1958",3,1987,3402,-1,2002,3873,"multicomponent system","multidrug","multidrug__mdtE","mdtE","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_24533_length_4751_cov_11.0000_2","gb|AAC74000.1|ARO:3003950|msbA",87.6,100,0,582,72,0,0,582,1,582,582,1,582,"k141_24533_length_4751_cov_11.0000",2,163,1911,-1,164,2493,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_7649_length_3876_cov_172.5210_2","BAH65866",99,100,1.26e-275,394,4,0,0,394,1,394,394,1,394,"k141_7649_length_3876_cov_172.5210",2,827,2011,1,828,2405,"","multidrug","multidrug__emrD","emrD","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_31433_length_3176_cov_59.1466_3","gb|AMQ12811.1|ARO:3004111|FosA6",95.7,100,4.47e-99,139,6,0,0,139,1,139,139,1,139,"k141_31433_length_3176_cov_59.1466",3,2386,2805,-1,2387,2944,"","fosfomycin","fosfomycin__FosA6","FosA family","Enzymatic inactivation","thiol transferase","","Yes","Yes","Yes"
"k141_473_length_3098_cov_91.2377_2","gb|CAA09666.1|ARO:3004122|Klebsiella",96,100,1.64e-270,374,15,0,0,374,1,374,374,1,374,"k141_473_length_3098_cov_91.2377",2,429,1553,1,430,1927,"","beta_lactam","beta_lactam__Klebsiella pneumoniae OmpK37","Klebsiella pneumoniae OmpK37","Reduced permeability","","","Yes","Yes","Yes"
"k141_25364_length_3054_cov_121.6502_2","gi|490306252|ref|WP_004201357.1|",100,100,1.03e-251,371,0,0,0,371,1,371,371,1,371,"k141_25364_length_3054_cov_121.6502",2,941,2056,-1,942,2427,"multicomponent system","macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","macA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_18680_length_1041_cov_24.0067_2","gb|AMQ12811.1|ARO:3004111|FosA6",98.6,100,3.83e-100,139,2,0,0,139,1,139,139,1,139,"k141_18680_length_1041_cov_24.0067",2,389,808,-1,390,947,"","fosfomycin","fosfomycin__FosA6","FosA family","Enzymatic inactivation","thiol transferase","","Yes","Yes","Yes"
"k141_126795_length_213358_cov_19.9980_48","NC_010410.6003348.p01",99.1,100,1.28e-68,109,1,0,0,109,1,109,109,1,109,"k141_126795_length_213358_cov_19.9980",48,46693,47022,1,46694,47131,"","multidrug","multidrug__abeS","abeS","Efflux pump","SMR family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_126795_length_213358_cov_19.9980_54","gi|515963239|ref|WP_017393822.1|",100,100,1.74e-279,406,0,0,0,406,1,406,406,1,406,"k141_126795_length_213358_cov_19.9980",54,51561,52781,1,51562,53187,"multicomponent system","multidrug","multidrug__MexE","MexE","Efflux pump","","","Yes","Yes","Yes"
"k141_126795_length_213358_cov_19.9980_55","gb|CAJ77856.1|ARO:3000777|adeF",99.6,100,0,1059,4,0,0,1059,1,1059,1059,1,1059,"k141_126795_length_213358_cov_19.9980",55,52788,55967,1,52789,57026,"multicomponent system","multidrug","multidrug__adeF","adeF","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_126795_length_213358_cov_19.9980_56","gb|CAJ77855.1|ARO:3000779|adeH",99,100,0,482,5,0,0,482,1,482,483,2,483,"k141_126795_length_213358_cov_19.9980",56,55980,57428,1,55981,57910,"multicomponent system","multidrug","multidrug__adeH","adeH","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_126795_length_213358_cov_19.9980_178","gb|WP_004707701.1|ARO:3006306|ADC-131",98.7,98.5,9.44e-283,383,5,0,0,389,7,389,383,1,383,"k141_126795_length_213358_cov_19.9980",178,168336,169505,1,168343,169894,"","beta_lactam","beta_lactam__ADC-68","ADC","Enzymatic inactivation","Class C beta-lactamase","","","",""
"k141_73722_length_119616_cov_19.0515_12","gb|BAD89844.2|ARO:3000753|abeM",97.1,100,5.69e-304,448,13,0,0,448,1,448,448,1,448,"k141_73722_length_119616_cov_19.0515",12,8049,9395,-1,8050,9843,"","multidrug","multidrug__abeM","abeM","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_167017_length_119162_cov_20.1925_37","NC_011586.7045443.p01",98.1,100,1.35e-272,416,8,0,0,416,1,416,416,1,416,"k141_167017_length_119162_cov_20.1925",37,39864,41114,1,39865,41530,"multicomponent system","multidrug","multidrug__adeI","adeI","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_106301_length_114453_cov_17.9790_24","NC_011595.7058890.p01",92.9,100,4.12e-291,468,33,0,0,468,1,468,468,1,468,"k141_106301_length_114453_cov_17.9790",24,22192,23598,-1,22193,24066,"multicomponent system","multidrug","multidrug__OprM","OprM","Efflux pump","","","Yes","Yes","Yes"
"k141_106301_length_114453_cov_17.9790_26","gi|487980711|ref|WP_002053440.1|",100,100,1.33e-285,446,0,0,0,446,1,446,446,1,446,"k141_106301_length_114453_cov_17.9790",26,25606,26946,-1,25607,27392,"multicomponent system","macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","macA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_24407_length_89647_cov_24.0838_64","gi|446988854|ref|WP_001066110.1|",97.3,100,8.18e-259,400,11,0,0,400,1,400,400,1,400,"k141_24407_length_89647_cov_24.0838",64,64260,65462,-1,64261,65862,"","multidrug","multidrug__Other_major_facilitator_superfamily_transporter","Other_major_facilitator_superfamily_transporter","Efflux pump","","","Yes","Yes","Yes"
"k141_173052_length_81940_cov_18.9971_59","gi|587794836|gb|EXA87379.1|",96.6,98.9,5.86e-298,443,15,0,0,448,6,448,443,1,443,"k141_173052_length_81940_cov_18.9971",59,62954,64300,1,62960,64748,"multicomponent system","multidrug","multidrug__tolC","tolC","Efflux pump","","","Yes","Yes","Yes"
"k141_104468_length_51665_cov_28.0110_37","NC_011595.7057907.p01",96.5,100,0,1031,36,0,0,1031,1,1031,1031,1,1031,"k141_104468_length_51665_cov_28.0110",37,35476,38571,1,35477,39602,"multicomponent system","multidrug","multidrug__MexB","MexB","Efflux pump","","","Yes","Yes","Yes"
"k141_11224_length_48767_cov_16.9921_22","gb|AAC74000.1|ARO:3003950|msbA",80,99.1,0,580,116,0,0,585,2,581,582,3,582,"k141_11224_length_48767_cov_16.9921",22,24793,26550,-1,24795,27131,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_58340_length_44717_cov_15.9923_21","gb|ACQ82816.1|ARO:3004577|Acinetobacter",96.5,100,0,492,17,0,0,492,1,492,492,1,492,"k141_58340_length_44717_cov_15.9923",21,20700,22178,1,20701,22670,"","multidrug","multidrug__Acinetobacter baumannii AmvA","Acinetobacter baumannii AmvA","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_20696_length_39107_cov_11.9048_29","B2VGJ3",89,100,6.77e-171,272,30,0,0,272,1,272,273,1,272,"k141_20696_length_39107_cov_11.9048",29,31665,32483,-1,31666,32755,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_156610_length_28137_cov_17.0215_6","NC_010410.6003262.p01",99.8,100,0,507,1,0,0,507,1,507,507,1,507,"k141_156610_length_28137_cov_17.0215",6,5131,6654,1,5132,7161,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_22938_length_26080_cov_337.0676_3","gb|AAC74000.1|ARO:3003950|msbA",87.6,100,0,582,72,0,0,582,1,582,582,1,582,"k141_22938_length_26080_cov_337.0676",3,1631,3379,-1,1632,3961,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_97705_length_15107_cov_63.8370_2","gb|AAL55262.1|ARO:3004766|CGA-1",85.6,98.3,1.31e-179,292,42,0,0,297,6,297,292,1,292,"k141_97705_length_15107_cov_63.8370",2,245,1138,1,251,1435,"","beta_lactam","beta_lactam__CGA-1","CGA-1","Enzymatic inactivation","Class A beta-lactamase","","Yes","Yes","Yes"
"k141_135592_length_13657_cov_11.0000_5","gb|AAP43110.2|ARO:3003923|oqxB",90.3,99.1,0,1041,101,0,0,1050,1,1041,1050,1,1041,"k141_135592_length_13657_cov_11.0000",5,2654,5806,1,2655,6847,"multicomponent system","multidrug","multidrug__oqxB","oqxB","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_90601_length_12497_cov_98.8321_3","NC_011586.7045443.p01",83.3,96,1.46e-225,407,68,0,0,424,1,407,416,1,407,"k141_90601_length_12497_cov_98.8321",3,4311,5585,-1,4312,5992,"multicomponent system","multidrug","multidrug__adeI","adeI","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_199235_length_11328_cov_9.0000_11","gb|ADZ12700.1|ARO:3005090|RanB",80.6,99.2,6.33e-138,248,48,0,0,250,3,250,253,6,253,"k141_199235_length_11328_cov_9.0000",11,9900,10652,1,9903,10902,"","multidrug","multidrug__RanB","","","","","","",""
"k141_204592_length_11048_cov_17.1596_3","WP_000345069.1",98.8,100,6.79000000021423e-314,434,5,0,0,434,1,434,434,1,434,"k141_204592_length_11048_cov_17.1596",3,2228,3532,-1,2229,3966,"","quinolone","quinolone__Acinetobacter baumannii AbaQ","Acinetobacter baumannii AbaQ","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_188765_length_10517_cov_11.0000_8","gb|AAC74000.1|ARO:3003950|msbA",88.5,100,0,582,67,0,0,582,1,582,582,1,582,"k141_188765_length_10517_cov_11.0000",8,5507,7255,-1,5508,7837,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_217_length_9346_cov_318.2745_6","gb|AAP43110.2|ARO:3003923|oqxB",89.5,99.4,0,1045,110,0,0,1051,1,1045,1050,1,1045,"k141_217_length_9346_cov_318.2745",6,2851,6006,1,2852,7051,"multicomponent system","multidrug","multidrug__oqxB","oqxB","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_17923_length_7962_cov_391.0000_6","B2VGJ3",87.8,99.6,2.12e-174,271,33,0,0,272,1,271,273,1,271,"k141_17923_length_7962_cov_391.0000",6,4561,5379,1,4562,5650,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_88386_length_6914_cov_354.7261_6","gi|955473785|ref|WP_058101257.1|",85.9,99.6,0,509,72,0,0,511,3,511,512,4,512,"k141_88386_length_6914_cov_354.7261",6,5209,6744,1,5212,7255,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_43938_length_271057_cov_28.2323_66","gi|446988854|ref|WP_001066110.1|",97.3,100,8.18e-259,400,11,0,0,400,1,400,400,1,400,"k141_43938_length_271057_cov_28.2323",66,72497,73699,-1,72498,74099,"","multidrug","multidrug__Other_major_facilitator_superfamily_transporter","Other_major_facilitator_superfamily_transporter","Efflux pump","","","Yes","Yes","Yes"
"k141_178112_length_225701_cov_25.6468_59","NC_010410.6003348.p01",99.1,100,1.28e-68,109,1,0,0,109,1,109,109,1,109,"k141_178112_length_225701_cov_25.6468",59,59121,59450,1,59122,59559,"","multidrug","multidrug__abeS","abeS","Efflux pump","SMR family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_178112_length_225701_cov_25.6468_65","gi|515963239|ref|WP_017393822.1|",100,100,1.74e-279,406,0,0,0,406,1,406,406,1,406,"k141_178112_length_225701_cov_25.6468",65,63989,65209,1,63990,65615,"multicomponent system","multidrug","multidrug__MexE","MexE","Efflux pump","","","Yes","Yes","Yes"
"k141_178112_length_225701_cov_25.6468_66","gb|CAJ77856.1|ARO:3000777|adeF",99.6,100,0,1059,4,0,0,1059,1,1059,1059,1,1059,"k141_178112_length_225701_cov_25.6468",66,65216,68395,1,65217,69454,"multicomponent system","multidrug","multidrug__adeF","adeF","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_178112_length_225701_cov_25.6468_67","gb|CAJ77855.1|ARO:3000779|adeH",99,100,0,482,5,0,0,482,1,482,483,2,483,"k141_178112_length_225701_cov_25.6468",67,68408,69856,1,68409,70338,"multicomponent system","multidrug","multidrug__adeH","adeH","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_178112_length_225701_cov_25.6468_189","gb|WP_004707701.1|ARO:3006306|ADC-131",98.7,98.5,9.44e-283,383,5,0,0,389,7,389,383,1,383,"k141_178112_length_225701_cov_25.6468",189,180680,181849,1,180687,182238,"","beta_lactam","beta_lactam__ADC-68","ADC","Enzymatic inactivation","Class C beta-lactamase","","","",""
"k141_219982_length_121303_cov_26.0644_68","NC_011586.7045443.p01",98.1,100,1.35e-272,416,8,0,0,416,1,416,416,1,416,"k141_219982_length_121303_cov_26.0644",68,78082,79332,-1,78083,79748,"multicomponent system","multidrug","multidrug__adeI","adeI","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_129303_length_119616_cov_31.0027_12","gb|BAD89844.2|ARO:3000753|abeM",97.1,100,5.69e-304,448,13,0,0,448,1,448,448,1,448,"k141_129303_length_119616_cov_31.0027",12,8049,9395,-1,8050,9843,"","multidrug","multidrug__abeM","abeM","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_37706_length_114489_cov_27.5792_85","gi|487980711|ref|WP_002053440.1|",100,100,1.33e-285,446,0,0,0,446,1,446,446,1,446,"k141_37706_length_114489_cov_27.5792",85,87521,88861,1,87522,89307,"multicomponent system","macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","macA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_37706_length_114489_cov_27.5792_87","NC_011595.7058890.p01",92.9,100,4.12e-291,468,33,0,0,468,1,468,468,1,468,"k141_37706_length_114489_cov_27.5792",87,90869,92275,1,90870,92743,"multicomponent system","multidrug","multidrug__OprM","OprM","Efflux pump","","","Yes","Yes","Yes"
"k141_163819_length_89054_cov_26.0036_67","gi|587794836|gb|EXA87379.1|",96.6,98.9,5.86e-298,443,15,0,0,448,6,448,443,1,443,"k141_163819_length_89054_cov_26.0036",67,70068,71414,1,70074,71862,"multicomponent system","multidrug","multidrug__tolC","tolC","Efflux pump","","","Yes","Yes","Yes"
"k141_84981_length_60991_cov_29.2266_11","gi|955473785|ref|WP_058101257.1|",85.9,99.6,0,509,72,0,0,511,3,511,512,4,512,"k141_84981_length_60991_cov_29.2266",11,11946,13481,-1,11949,13992,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_169774_length_51665_cov_31.0776_37","NC_011595.7057907.p01",96.5,100,0,1031,36,0,0,1031,1,1031,1031,1,1031,"k141_169774_length_51665_cov_31.0776",37,35476,38571,1,35477,39602,"multicomponent system","multidrug","multidrug__MexB","MexB","Efflux pump","","","Yes","Yes","Yes"
"k141_200777_length_44745_cov_19.9943_22","gb|ACQ82816.1|ARO:3004577|Acinetobacter",96.5,100,0,492,17,0,0,492,1,492,492,1,492,"k141_200777_length_44745_cov_19.9943",22,22568,24046,-1,22569,24538,"","multidrug","multidrug__Acinetobacter baumannii AmvA","Acinetobacter baumannii AmvA","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_159464_length_41366_cov_14.3162_30","NC_011586.7045443.p01",82.2,96.7,2.07e-225,410,73,0,0,424,1,410,416,1,410,"k141_159464_length_41366_cov_14.3162",30,26504,27778,1,26505,28188,"multicomponent system","multidrug","multidrug__adeI","adeI","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_280288_length_32393_cov_23.9985_6","NC_010410.6003262.p01",99.8,100,0,507,1,0,0,507,1,507,507,1,507,"k141_280288_length_32393_cov_23.9985",6,5117,6640,1,5118,7147,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_259567_length_25428_cov_18.3841_13","gb|AAP43110.2|ARO:3003923|oqxB",89.7,99.4,0,1045,108,0,0,1051,1,1045,1050,1,1045,"k141_259567_length_25428_cov_18.3841",13,13883,17038,1,13884,18083,"multicomponent system","multidrug","multidrug__oqxB","oqxB","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_181030_length_14855_cov_19.5056_11","gb|AAC74000.1|ARO:3003950|msbA",87.8,100,0,582,71,0,0,582,1,582,582,1,582,"k141_181030_length_14855_cov_19.5056",11,12205,13953,-1,12206,14535,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_28816_length_12268_cov_19.7411_6","B2VGJ3",87.8,99.6,2.12e-174,271,33,0,0,272,1,271,273,1,271,"k141_28816_length_12268_cov_19.7411",6,5107,5925,1,5108,6196,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_140911_length_10420_cov_20.9977_3","WP_000345069.1",98.8,100,6.79000000021423e-314,434,5,0,0,434,1,434,434,1,434,"k141_140911_length_10420_cov_20.9977",3,1600,2904,-1,1601,3338,"","quinolone","quinolone__Acinetobacter baumannii AbaQ","Acinetobacter baumannii AbaQ","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_247180_length_9864_cov_38.0036_3","YP_970399",97.1,99.6,7.92e-189,273,8,0,0,274,2,274,274,2,274,"k141_247180_length_9864_cov_38.0036",3,3443,4267,1,3445,4541,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_169617_length_7433_cov_11.0000_8","B1YIX1",93.2,100,6.38e-181,278,19,0,0,278,1,278,278,1,278,"k141_169617_length_7433_cov_11.0000",8,4613,5449,1,4614,5727,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_268724_length_1691_cov_7.0000_2","gb|WP_007708339.1|ARO:3006991|SGM-5",80.2,85.3,2.72e-162,278,55,0,0,326,49,326,326,49,326,"k141_268724_length_1691_cov_7.0000",2,646,1626,-1,695,1952,"","beta_lactam","beta_lactam__SGM-5","","","","","","",""
"k141_65405_length_296269_cov_1085.0180_24","B1YIX1",93.2,100,6.38e-181,278,19,0,0,278,1,278,278,1,278,"k141_65405_length_296269_cov_1085.0180",24,24640,25476,1,24641,25754,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_60455_length_107238_cov_32.9740_99","gb|AAG07064.1|ARO:3003693|mexK",83.2,100,0,1021,172,0,0,1021,1,1021,1025,1,1021,"k141_60455_length_107238_cov_32.9740",99,101384,104449,-1,101385,105470,"multicomponent system","multidrug","multidrug__mexK","mexK","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_4195_length_106196_cov_32.0000_85","gi|740796309|ref|WP_038581593.1|",88.4,100,0,1050,120,2,2,1050,1,1050,1048,1,1048,"k141_4195_length_106196_cov_32.0000",85,95313,98465,-1,95314,99515,"multicomponent system","multidrug","multidrug__MexB","MexB","Efflux pump","","","Yes","Yes","Yes"
"k141_16657_length_91131_cov_33.5897_71","YP_606823",93.4,99.6,0,1007,66,0,0,1011,1,1007,1011,1,1007,"k141_16657_length_91131_cov_33.5897",71,73564,76599,-1,73565,77606,"multicomponent system","multidrug","multidrug__mexW","mexW","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_46908_length_89958_cov_27.4026_20","gi|587794836|gb|EXA87379.1|",96.6,98.9,5.86e-298,443,15,0,0,448,6,448,443,1,443,"k141_46908_length_89958_cov_27.4026",20,18490,19836,-1,18496,20284,"multicomponent system","multidrug","multidrug__tolC","tolC","Efflux pump","","","Yes","Yes","Yes"
"k141_54889_length_89496_cov_36.7053_22","gb|AAC74000.1|ARO:3003950|msbA",80,99.1,0,580,116,0,0,585,2,581,582,3,582,"k141_54889_length_89496_cov_36.7053",22,25000,26757,-1,25002,27338,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_108704_length_85991_cov_13.8999_93","gb|CAJ77855.1|ARO:3000779|adeH",99,100,0,482,5,0,0,482,1,482,483,2,483,"k141_108704_length_85991_cov_13.8999",93,69822,71270,-1,69823,71752,"multicomponent system","multidrug","multidrug__adeH","adeH","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_108704_length_85991_cov_13.8999_94","gb|CAJ77856.1|ARO:3000777|adeF",99.6,100,0,1059,4,0,0,1059,1,1059,1059,1,1059,"k141_108704_length_85991_cov_13.8999",94,71283,74462,-1,71284,75521,"multicomponent system","multidrug","multidrug__adeF","adeF","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_108704_length_85991_cov_13.8999_95","gi|515963239|ref|WP_017393822.1|",100,100,1.74e-279,406,0,0,0,406,1,406,406,1,406,"k141_108704_length_85991_cov_13.8999",95,74469,75689,-1,74470,76095,"multicomponent system","multidrug","multidrug__MexE","MexE","Efflux pump","","","Yes","Yes","Yes"
"k141_108704_length_85991_cov_13.8999_101","NC_010410.6003348.p01",99.1,100,1.28e-68,109,1,0,0,109,1,109,109,1,109,"k141_108704_length_85991_cov_13.8999",101,80228,80557,-1,80229,80666,"","multidrug","multidrug__abeS","abeS","Efflux pump","SMR family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_181575_length_75791_cov_22.2240_16","gi|446988854|ref|WP_001066110.1|",97.3,100,8.18e-259,400,11,0,0,400,1,400,400,1,400,"k141_181575_length_75791_cov_22.2240",16,14407,15609,1,14408,16009,"","multidrug","multidrug__Other_major_facilitator_superfamily_transporter","Other_major_facilitator_superfamily_transporter","Efflux pump","","","Yes","Yes","Yes"
